CapacityRatio,ShareFlex,ShareStorage,ShareWind,SharePV,rNTC,Cost_[E/MWh],Congestion_[h],PeakLoad_[MW],MaxCurtailment_[MW],MaxLoadShedding_[MW],Demand_[TWh],NetImports_[TWh],Curtailment_[TWh],Shedding_[MWh],LostLoad_[TWh],MaxRESGeneration_[TWh],CurtailmentToRESGeneration_[%],TotalGeneration_[TWh],ShareResGeneration_[%],MaxLoadSheddingShare_[%],CF_gas,CF_nuc,CF_wat,CF_win,CF_sun,GAMS_error
1.0985927949780527,0.5403929900716129,0.4601488371797162,0.5350352415995973,0.3431071116234259,0.5446153893956414,88.07257272356017,293839.0,440929.4124966354,0.5503123698187266,0.0,2843.1224748846435,0.0,722.2784165295119,0.0,0.0,2410.493829373014,29.963918916871133,3047.3168689644167,7.910217194420555e-05,0.0,0.03602990074166333,0.48407685833927727,0.2731679141542203,0.146849735124827,0.10715236373088104,1
0.7824507139506145,0.5663532573009215,1.7749847524234124,0.3747495245732865,0.0949362868732751,0.2490311469401993,96.63029402038951,326867.0,440929.4124966354,0.24277437649341382,0.0,2843.1224748846435,0.0,207.4769983589218,0.0,-2.6727383328757893e-15,1298.5584316838879,15.977486518637352,2976.149187290513,4.363216861672502e-05,0.0,0.28693681658160686,0.876966532958427,0.25286930425872084,0.19009013368240352,0.13110691305729416,1
0.5319167721893858,0.7303647668506602,0.8062877631697584,0.3516315661240566,0.2307756747989769,0.001928114067227,4538.626397873623,411201.0,440929.4124966354,0.35444154569131,30752.412186684083,2843.1224748846435,0.0,360.05127386629414,72979823.18765715,14.475339241660688,1638.7278105491919,21.971389729794666,2979.1192645060432,5.500712341642029e-05,0.0,0.4814462121893468,0.9039567581653326,0.24372258677408387,0.16366803431587693,0.11967546066571244,0
1.1106301064395478,0.3990402502095078,1.8087004641213051,0.4051694805403297,0.1269992641559035,0.1883383832060364,89.0271729346429,335214.0,440929.4124966354,0.2937479171259997,0.0,2843.1224748846435,0.0,310.83385572998134,0.0,0.0,1465.736671586312,21.206664318057722,2984.176342114248,4.911695903828048e-05,0.0,0.10260974088427456,0.5677677557628288,0.24605259463379273,0.1708353720760015,0.1284032781761169,1
0.9422578591386204,0.2848378366997797,2.262003746397956,0.4908382396611376,0.1521315041114009,0.3987439733703297,89.05736304193296,298799.0,440929.4124966354,0.39120313550167357,0.0,2843.1224748846435,0.0,399.99742008236575,0.0,0.0,1746.503990482393,22.902748706109996,3012.336206443138,5.797838855924399e-05,0.0,0.07207508430738231,0.5508612005034745,0.2585526268472971,0.16576942917728577,0.1292111316347747,1
1.2964884156341046,0.4590463470902766,0.9005320263988381,0.0529150228248272,0.1035485460210755,0.2458327914330119,88.21208922732127,308770.0,440929.4124966354,0.005486499789522462,0.0,2843.1224748846435,0.0,1.2308150836909537,0.0,0.0,544.2557971130949,0.22614643522762398,2927.9698337811296,1.8588162720592387e-05,0.0,0.11388136209967747,0.8455442998350003,0.2580849546106138,0.24204294932518736,0.13386961823308047,1
1.1888831384847498,0.7452531028683029,0.3716771667759474,0.0113075965072774,0.0101484755900652,0.1542393135343801,93.37523497281435,317457.0,440929.4124966354,2.8877699932204245e-05,0.0,2843.1224748846435,0.0,0.020989984012876706,0.0,-1.254306638275022e-15,171.1027258648435,0.012267474937516188,2879.947167125729,5.9411758596811015e-06,0.0,0.38891643007148224,0.9947052151940893,0.24954266849727885,0.24423854798394412,0.12370959382134368,1
0.7793655146243531,0.6687322428462521,0.7923592755555963,0.298206666442333,0.3438776755140928,0.1113190928946444,95.9779967370543,366879.0,440929.4124966354,0.4133934742303796,0.0,2843.1224748846435,0.0,406.77193006678436,0.0,-1.2088411405458966e-15,1839.1894206148186,22.11691332645908,3097.056824622773,5.93850718524945e-05,0.0,0.23558884152959342,0.7819155099817308,0.24974611684373893,0.1728441589400127,0.10869315513071746,0
1.1642243592871797,0.5222417289061252,2.0092670143625795,0.3157628878625906,0.0589041660694631,0.2545642269154241,91.15893857250887,322671.0,440929.4124966354,0.17899544920362429,0.0,2843.1224748846435,0.0,132.4848703623176,0.0,0.0,1050.6219305586533,12.610137529860113,2951.6767978150538,3.5594070845980305e-05,0.0,0.12871912958453344,0.772830254915432,0.2549440312717534,0.2027296281712141,0.13138005237267358,1
1.2709870912560826,0.4858008351939804,0.9873872199904729,0.2183896860423942,0.2495237158898307,0.4659879834747681,86.17062983030146,286215.0,440929.4124966354,0.23367276594364159,0.0,2843.1224748846435,0.0,71.06556179968905,0.0,0.0,1370.7185342679268,5.184548105468183,3059.505931497985,4.4801957079285684e-05,0.0,0.0358806159835591,0.647669844623153,0.2658940182964435,0.22268378404814654,0.13024658634543249,1
